Mobiliti azonosító	Töltőpont neve	Kapacitás	power_level	connection_type	Teljesítmény (Type 2)	Darab (Type 2)	Teljesítmény (CCS)	Darab (CCS)	Teljesítmény (CHAdeMO)	Darab (CHAdeMO)	Irányító szám	Település	Cím	GPS koordináták	price
23014	23014 - Békéscsaba, Szabó Dezső utca - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	5600	Békéscsaba	Szabó Dezső utca	46.676543, 21.0883109	AC 100 Ft/kWh, DC 100 Ft/perc
23015	23015 - Csorna, Mártírok tere - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	9300	Csorna	Mártírok tere	47.610776, 17.250375	AC 100 Ft/kWh, DC 100 Ft/perc
23016	23016 - Budapest IX, Nagyvárad tér - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	1097	Budapest	Albert Flórián út 1.	47.477517, 19.090627	AC 100 Ft/kWh, DC 100 Ft/perc
23017	23017 - Budapest III, Madzsar József utca - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	1039	Budapest	Madzsar József utca	47.59892, 19.056898	AC 100 Ft/kWh, DC 100 Ft/perc
23018	23018 - Budapest, Budaörsi út - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	1118	Budapest	Budaörsi út 113.	47.467499, 19.016824	AC 100 Ft/kWh, DC 100 Ft/perc
23019	23019 - Balatonkeresztúr, M7 bal - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	8648	Balatonkeresztúr	M7 autópálya 167 km (bal)	46.683372, 17.380319	AC 100 Ft/kWh, DC 100 Ft/perc
23020	23020 - Balatonkeresztúr, M7 jobb - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	8648	Balatonkeresztúr	M7 autópálya 167 km (jobb)	46.685041, 17.378814	AC 100 Ft/kWh, DC 100 Ft/perc
23021	23021 - Mocsa, Igmándi pihenő bal Budapest - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	2911	Mocsa	M1 autópálya Igmándi pihenő (bal)	47.673008, 18.114288	AC 100 Ft/kWh, DC 100 Ft/perc
23022	23022 - Mocsa, Igmándi pihenő jobb Győr - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	2911	Mocsa	M1 autópálya Igmándi pihenő (jobb)	47.673763, 18.114263	AC 100 Ft/kWh, DC 100 Ft/perc
23023	23023 - Lébény, M1 Autópálya mérnökség - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	9155	Lébény	M1 Autópálya mérnökség	47.751337, 17.412117	AC 100 Ft/kWh, DC 100 Ft/perc
23024	23024 - Miskolc, Szeles út - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	3526	Miskolc	Szeles út	48.106706, 20.790759	AC 100 Ft/kWh, DC 100 Ft/perc
23025	23025 - Szolnok, Táncsics Mihály utca - Mobiliti	3	2 x DC 50 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	5000	Szolnok	Táncsics Mihály utca	47.174222, 20.196967	AC 100 Ft/kWh, DC 100 Ft/perc
24001	24001 - Hotel Helia Budapest - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	1133	Budapest	Kárpát utca 62-64. - Helia	47.52559, 19.056402	AC 100 Ft/kWh, DC 100 Ft/perc
24002	24002 - Kecskemét, Four Points by Sheraton Hotel - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	6000	Kecskemét	Izsáki út 6.	46.898233, 19.672767	AC 100 Ft/perc, DC 100 Ft/perc
24003	24003 - Budapest XI, Reál Élelmiszer Parkoló - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	1116	Budapest	Kondorosi út 6.	47.450435, 19.04172	AC 100 Ft/perc, DC 100 Ft/perc
24004	24004 - Zsámbék, Drivingcamp - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	2072	Zsámbék	Dricingcamp út 1.	47.51704, 18.73199	AC 100 Ft/perc, DC 100 Ft/perc
24005	24005 - Danubius Hotel Sárvár - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	9600	Sárvár	Rákóczi utca 1. - Danubius Hotel	47.252082, 16.939887	AC 100 Ft/kWh, DC 100 Ft/perc
24006	24006 - Danubius Hotel Bük - Mobiliti	3	2 x DC 44 kW, 1 x AC 22 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	44	1	44	1	9740	Bük	Európa út 2. - Danubius Hotel	47.38434, 16.78339	AC 100 Ft/kWh, DC 100 Ft/perc
25001	25001 - Budapest, Alkotmány utca - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	1054	Budapest	Alkotmány utca 8.	47.507457, 19.050570	AC 100 Ft/perc, DC 100 Ft/perc
25003	25003 - Székesfehérvár, M7 jobb, Shell - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	8000	Székesfehérvár	M7 jobb pihenő 59 km	47.1768302, 18.4765401	150 Ft/kWh
25004	25004 - Gelej, M3 jobb, Shell - Mobiliti	3	2 x DC 50 kW, 1 x AC 43 kW	1 x CCS, 1 x CHAdeMO, 1 x Type 2	22	1	50	1	50	1	3444	Gelej	M3 jobb pihenő 142 km	47.8416031, 20.7444243	150 Ft/kWh
